,user_id_fors,user_id_motion_tag,N_KT,ID_Agglo,N_Agglo,ID_Gem,first_activity_date,last_activity_da,days_in_range,active_days_count,days_without_event,days_without_track,operating_system,os_version,handset,home_geometry_from_gps
2282,FR13756,b8c10d3e-a353-4faf-ba13-3a95cd3e83e7,FRA,99,FRA,99,2023-04-24,2023-06-04,42,42,0,2,android,8.0.0,samsung SM-A520F,POINT (6.0777609908975965 46.14107460374593)
2283,FR13757,5f01d380-c71d-4489-8b7a-b0f23edd2824,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,2,android,12,samsung SM-G975F,POINT (6.071698338878601 46.14348980078189)
2284,FR13778,69aed07f-7746-456a-afc1-3c520173a1b0,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,3,ios,iOS 16.5,"iPhone12,8",POINT (6.087924647229705 46.14688483899083)
2285,FR1378,f6ea542c-506e-4946-be1d-805cc0a600bf,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,11,android,11,samsung SM-A505FN,POINT (6.608167303287045 46.396671254653796)
2286,FR13827,a8d73ae6-67bf-46e4-a3a2-181178d77338,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone13,2",POINT (6.071013074431985 46.143645133335326)
2287,FR13845,72088b00-dbfc-42c0-b530-90a6ca2adf67,FRA,99,FRA,99,2023-05-16,2023-06-05,21,21,0,7,ios,iOS 15.7,"iPhone12,5",POINT (6.0644633567596955 46.140974114752865)
2288,FR13902,8ad554d4-e454-4184-8aad-4c6f0a7d2440,FRA,99,FRA,99,2023-04-29,2023-05-30,32,32,0,1,ios,iOS 16.5,"iPhone13,4",POINT (6.084810056653752 46.132831004859334)
2289,FR13906,a9a39b8a-2319-4912-96b4-38ee62a3b23c,FRA,99,FRA,99,2023-04-29,2023-06-05,38,38,0,0,ios,iOS 16.5,"iPhone13,2",POINT (6.079032047805041 46.134776656184386)
2290,FR1398,8b7d5995-70e6-4e85-8c5c-8807b790fae2,FRA,99,FRA,99,2023-05-02,2023-06-01,31,31,0,6,ios,iOS 16.4.1,"iPhone14,5",POINT (6.617396715326734 46.39784378672546)
2291,FR14002,bd6c4500-ddca-4606-8962-720e0698ceaa,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,1,android,8.0.0,samsung SM-G965F,POINT (6.092374130762105 46.145274239544825)
2292,FR14015,78775e73-77ab-4567-a2b0-2bc3b8e11803,FRA,99,FRA,99,2023-05-12,2023-06-05,25,25,0,5,android,13,samsung SM-A528B,POINT (6.088589769878949 46.14452827159799)
2293,FR14025,7b5a58a2-0892-48dc-8b2c-965db8d6f934,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone13,2",POINT (6.366471810008586 46.04596588948568)
2294,FR14045,a8fc58b1-4000-4d2e-99d3-0a4146462a88,FRA,99,FRA,99,2023-05-04,2023-06-05,33,33,0,3,android,12,samsung SM-A415F,POINT (6.617286059220031 46.376105949373866)
2295,FR14049,1047b298-5aaa-496f-9663-b455e15b98fa,FRA,99,FRA,99,2023-04-30,2023-06-05,37,37,0,14,android,13,samsung SM-G996B,POINT (6.267803366798029 46.27063547717697)
2296,FR14096,5708d462-d5e9-48cd-8b7c-7a41ddfb85db,FRA,99,FRA,99,2023-05-12,2023-05-12,1,1,0,0,ios,iOS 16.4.1,"iPhone13,1",
2297,FR14154,b502538a-921f-4634-abc9-99cb5c205075,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,6,ios,iOS 16.5,"iPhone12,1",POINT (6.271748752642306 46.271428006716754)
2298,FR1416,c3faaea6-f643-48bc-98f9-50c278112a7d,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,8,android,13,samsung SM-A515F,POINT (6.622579424121964 46.401056927148645)
2299,FR14169,9bc1258c-f994-4bed-9fa1-5bdef362cf01,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 16.5,"iPhone12,8",POINT (6.261163679155189 46.26046140680486)
2300,FR1420,0f61ee4a-f212-49f0-9ca4-c35389a24dd5,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,4,android,11,Fairphone FP3,POINT (6.107789426518255 46.11989944540707)
2301,FR14204,be7d93c2-5d0a-442b-8314-31e092487101,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,2,android,13,samsung SM-A715F,POINT (6.2555178037116415 46.26597675138228)
2302,FR14247,5c593a27-f252-4b15-9070-9251f818ff17,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,16,android,10,Crosscall Core-X4,POINT (6.265136898229288 46.267345015825626)
2303,FR14269,b8c177de-367e-44b3-9a91-43caee22b1e9,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,25,android,13,OPPO CPH2145,POINT (6.180787335119047 46.249801350297616)
2304,FR14282,8bce837e-537f-42f8-98a3-54adba201c3a,FRA,99,FRA,99,2023-05-12,2023-05-18,7,7,0,0,ios,iOS 16.1.1,"iPhone10,5",POINT (6.257476414742877 46.26839088525425)
2305,FR14309,4496d8aa-86c0-49e8-8d79-c3409fb538a0,FRA,99,FRA,99,2023-05-02,2023-05-30,29,29,0,1,android,9,samsung SM-G955F,POINT (6.256777151481481 46.27195091315255)
2306,FR14318,fe28de6c-2c59-4dc0-9e48-0e1837217dad,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,1,android,10,HUAWEI CLT-L29,POINT (6.246708717745259 46.274618874808226)
2307,FR14327,7e77b822-5132-4597-8da6-81931acb2331,FRA,99,FRA,99,2023-04-24,2023-05-30,37,37,0,2,android,10,HUAWEI ELE-L29,POINT (6.255198053705739 46.27260092325397)
2308,FR14331,40961963-f8f1-498f-857e-ba72cbef5680,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,9,android,13,OPPO CPH2207,POINT (1.520978728162393 47.275630410299144)
2309,FR14332,4b698a66-9f0a-43a9-88ea-088dba075b41,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,11,ios,iOS 13.6,"iPhone12,8",POINT (6.26154723824775 46.2703842220605)
2310,FR14342,bdfa8aa6-01d7-4dc2-8a6d-6f6684a359fd,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,3,ios,iOS 16.5,"iPhone13,2",POINT (6.2581901473669355 46.26745106572624)
2311,FR1446,15cb5642-74f9-40cd-b452-dd38724ce41f,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,16,android,10,samsung SM-G960F,POINT (6.099020933209878 46.11473508481481)
2312,FR14464,3cae475a-3808-4209-8eb7-3fd4ac8b5a4d,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,2,ios,iOS 16.5,"iPhone12,3",POINT (6.306645730483915 46.234163418937065)
2313,FR14511,2d6e852f-a57e-44e1-b567-710560118c91,FRA,99,FRA,99,2023-04-24,2023-05-29,36,36,0,12,ios,iOS 16.4.1,"iPhone14,3",POINT (5.818950820154239 46.067970540730904)
2314,FR14518,780f1d56-0341-4701-867b-2122225e0087,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,0,android,13,Xiaomi 22071212AG,POINT (6.490469505171957 46.366357809453284)
2315,FR14552,230db4a3-4267-4a6b-bf87-9c8f814d13dc,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,14,android,11,samsung SM-A202F,POINT (6.4102457971969695 46.11456250378788)
2316,FR14608,0904da81-6538-42ac-aa43-2dae4861c749,FRA,99,FRA,99,2023-04-26,2023-06-02,38,38,0,5,ios,iOS 15.7.6,"iPhone9,4",POINT (5.267426707197125 45.88646795314722)
2317,FR14630,360c3a6d-94f7-4011-95ec-84e8962db3e3,FRA,99,FRA,99,2023-05-02,2023-05-04,3,3,0,0,ios,iOS 16.4,"iPhone12,1",
2318,FR14670,4e2d15a1-af64-4e3c-98d1-33dafb1d519b,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.5,"iPhone12,1",POINT (6.247873105938434 46.17884237824573)
2319,FR14672,ccf607d5-d9a4-438f-a668-37304c96b50a,FRA,99,FRA,99,2023-05-12,2023-06-05,25,25,0,0,ios,iOS 16.2,"iPhone13,3",POINT (6.25776591474371 46.17360359806988)
2320,FR14678,8c574c25-522b-45b2-91bc-4d1be0373c81,FRA,99,FRA,99,2023-05-04,2023-06-05,33,33,0,19,android,13,samsung SM-A526B,POINT (6.27514160611111 46.18117088388888)
2321,FR14689,bf7255bf-f5c4-4367-8525-2d3890038f91,FRA,99,FRA,99,2023-04-28,2023-06-05,39,39,0,6,android,10,samsung SM-A750GN,POINT (6.266242151932909 46.17200587114325)
2322,FR14712,0daa043f-aa7b-4d29-ab45-091bce3961e9,FRA,99,FRA,99,2023-04-30,2023-06-05,37,37,0,17,ios,iOS 16.3.1,"iPhone11,2",POINT (6.2460709890313595 46.17918330197468)
2323,FR14713,c787a7be-9d83-4ce6-864b-4b7442e1f47a,FRA,99,FRA,99,2023-05-14,2023-06-05,23,23,0,0,android,12,samsung SM-A127F,POINT (6.252254814408019 46.17630973496083)
2324,FR14767,6c115e4a-c1f7-4c5d-beba-a581a79cb664,FRA,99,FRA,99,2023-04-24,2023-05-23,30,30,0,0,ios,iOS 16.4.1,"iPhone10,4",POINT (6.252156766747405 46.182310481899115)
2325,FR14795,8f4452c6-6409-42c3-b3d1-e43584e76dd3,FRA,99,FRA,99,2023-04-24,2023-04-25,2,2,0,0,ios,iOS 16.3.1,"iPhone14,4",
2326,FR14798,e77f13e7-443a-411d-bba4-3899382413c0,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,3,ios,iOS 16.5,"iPhone12,8",POINT (6.460717084330636 46.25618791800301)
2327,FR14917,c84e7ec9-30b0-4538-bb37-e33b1f679c63,FRA,99,FRA,99,2023-04-24,2023-06-01,39,39,0,0,android,9,samsung SM-G950F,POINT (6.234963832347155 46.20565018661905)
2328,FR14956,329f724c-2d21-46a0-a60d-77877e193ec7,FRA,99,FRA,99,2023-04-27,2023-06-05,40,40,0,22,android,8.0.0,Sony G3212,POINT (3.871776650748106 47.56004733033144)
2329,FR1507,2e17ed88-1a19-447a-97ac-8bc48e53f7b0,FRA,99,FRA,99,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.1.1,"iPhone13,1",POINT (6.09899079384209 46.115151177722474)
2330,FR1518,f4f7c1c1-c24f-48a4-bf55-f96c200041d8,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,3,ios,iOS 16.5,"iPhone13,2",POINT (6.507026390833924 46.189768579324834)
2331,FR15199,501d198c-5590-4041-880c-25d06da6191c,FRA,99,FRA,99,2023-04-24,2023-06-01,39,39,0,3,android,8.0.0,samsung SM-G930U,POINT (6.4778748067304095 46.36961825237186)
2332,FR15225,6347787a-1e22-4b13-b04c-5950eb54b675,FRA,99,FRA,99,2023-04-24,2023-06-04,42,42,0,3,ios,iOS 16.3.1,"iPhone13,2",POINT (6.148813572137312 46.371135954200625)
2333,FR15228,dfc7adad-be10-48ef-90c0-cb9b0ad33d1a,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,28,android,10,HUAWEI EML-L09,POINT (6.145703207499999 46.34856723071429)
2334,FR15232,2d3db346-bcba-49a4-9d9f-898ec3ded0d0,FRA,99,FRA,99,2023-05-10,2023-06-05,27,27,0,7,ios,iOS 16.5,"iPhone12,8",POINT (6.1402996941900065 46.3493352336866)
2335,FR15271,4ff85f0c-600d-4db3-89d6-7a4bf44f68a7,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,4,ios,iOS 15.3.1,"iPhone8,4",POINT (6.142789798585344 46.3523773326541)
2336,FR15296,7fe713c8-6c4f-4c3d-96e7-94c3801322f4,FRA,99,FRA,99,2023-05-02,2023-05-28,27,27,0,0,android,13,samsung SM-G525F,POINT (6.1414658079440425 46.359617472875016)
2337,FR15318,f6535cd4-710b-4cff-b025-31f0539757f1,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,10,android,11,samsung SM-A528B,POINT (6.122258737439072 46.34634699597312)
2338,FR15321,e45d05f9-b8f4-43a3-be8d-397956579dfb,FRA,99,FRA,99,2023-05-11,2023-06-05,26,26,0,8,android,10,HUAWEI MAR-LX1A,POINT (6.143553880952382 46.35783371904762)
2339,FR15323,a362a427-12a9-4a42-8ae7-4685f8052b3d,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.5,"iPhone11,8",POINT (6.134012649869988 46.362197583168665)
2340,FR15327,19d4a379-32a7-4ecc-83a4-9ec23d480d7f,FRA,99,FRA,99,2023-04-24,2023-05-30,37,37,0,2,ios,iOS 16.4.1,"iPhone13,1",POINT (6.146912512270089 46.37347562862518)
2341,FR15329,3bf89083-274c-4cad-beeb-ac519fc8d0e0,FRA,99,FRA,99,2023-05-05,2023-06-05,32,32,0,2,ios,iOS 16.5,"iPhone13,1",POINT (6.144429376760157 46.35946348607757)
2342,FR1535,2f4698f8-0774-4cf2-95d0-e65042acbe44,FRA,99,FRA,99,2023-05-08,2023-06-05,29,29,0,2,android,11,samsung SM-A202F,POINT (-0.8290476988888887 44.792455795555554)
2343,FR15394,b5e2fb47-b529-4d30-bab3-802cde3b6326,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,13,ios,iOS 15.7.6,"iPhone9,3",POINT (6.145138749311937 46.36297679036033)
2344,FR15425,08a8576f-24c3-490b-85df-c9e670407d3a,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,5,ios,iOS 16.5,"iPhone13,2",POINT (6.139461177020161 46.36286237104776)
2345,FR15429,09b87ab9-fc39-4608-8ecf-8cfdebf1a0d9,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,5,android,9,samsung SM-N950F,POINT (6.127375941549335 46.37265525944866)
2346,FR15446,93e82820-d629-4b6f-951e-393d5dc84464,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,0,android,11,samsung SM-A405FN,POINT (6.141762421651883 46.36026677168466)
2347,FR15452,8dcc750f-f4f7-416b-89b1-e26e7e376d5b,FRA,99,FRA,99,2023-04-30,2023-06-04,36,36,0,10,android,11,Fairphone FP3,POINT (-25.013745374590044 44.461784733253666)
2348,FR15465,7880811b-9e4e-4369-90d0-63a8bf5de1e5,FRA,99,FRA,99,2023-04-26,2023-05-05,10,10,0,4,android,13,samsung SM-A127F,POINT (6.125084883333333 46.37237402083333)
2349,FR15488,c908bfbd-3621-4378-b34c-7886951b4aa5,FRA,99,FRA,99,2023-05-10,2023-06-05,27,27,0,8,ios,iOS 16.5,"iPhone10,5",
2350,FR15503,2afefa32-ef9a-4922-b72f-8085aa1b5a0f,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,2,ios,iOS 16.1.1,"iPhone12,8",POINT (6.129480729363617 46.36578880274707)
2351,FR15621,daed5374-1ec1-4700-9bf3-9e809403ea4a,FRA,99,FRA,99,2023-04-27,2023-06-05,40,40,0,3,android,13,Google Pixel 5,POINT (6.234321308042156 46.19172877741397)
2352,FR15629,1be371c3-a759-4585-81c4-514d996f06b5,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.5,"iPhone14,3",POINT (6.208862420488788 46.18820829226109)
2353,FR15654,13e31ce1-0f09-459e-977b-7a0ac122a46b,FRA,99,FRA,99,2023-04-24,2023-05-30,37,37,0,4,android,13,samsung SM-A528B,POINT (6.1987970780902995 46.179883845724696)
2354,FR15670,44c4c384-afef-41c4-8078-459fdbe8a549,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.316665712014059 46.281360562517676)
2355,FR15678,29c9882d-d26f-4e02-8833-d89043f8be12,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,4,ios,iOS 14.7.1,"iPhone8,1",POINT (6.205556993965447 46.189953472035846)
2356,FR15687,03ad6c4a-db29-4cf7-a29b-6b24be8760f3,FRA,99,FRA,99,2023-05-11,2023-06-05,26,26,0,1,ios,iOS 15.7.3,"iPhone8,1",POINT (6.209445917250116 46.19241082414902)
2357,FR15688,6479bad1-4bfb-4baa-aeb9-68a77cd88852,FRA,99,FRA,99,2023-04-25,2023-05-30,36,36,0,2,ios,iOS 16.4.1,"iPhone12,1",POINT (5.134613672145552 44.117035472670665)
2358,FR15697,527aa903-8ec1-4991-9f6d-f5b860366be7,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,1,android,13,samsung SM-G781B,POINT (6.223352762254229 46.18522361154852)
2359,FR15734,7d48b201-db70-4de0-99b0-1d8df993de90,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,4,android,11,samsung SM-A202F,POINT (6.199142353107488 46.18036233691068)
2360,FR15739,e6d5d5ea-d9e1-4ad0-b322-a9334bd5a2b0,FRA,99,FRA,99,2023-05-02,2023-05-06,5,5,0,0,android,10,HUAWEI LYA-L29,POINT (6.213403075 46.19002156249999)
2361,FR15755,eb456b87-a3de-4f0d-8bef-29836e2dadcc,FRA,99,FRA,99,2023-04-24,2023-04-30,7,7,0,0,ios,iOS 16.4.1,"iPhone14,5",POINT (6.210554616614744 46.19200792599951)
2362,FR15774,2588537f-1848-4624-960b-40eb6b0b1626,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 16.5,"iPhone10,3",POINT (6.209902463065318 46.18967526498966)
2363,FR15789,83d0665e-1018-4035-a640-f213b454dada,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 16.3.1,"iPhone12,1",POINT (6.211382568865349 46.18300058016446)
2364,FR15804,da7a3406-0fdc-4e61-b52b-a697b2ea9be0,FRA,99,FRA,99,2023-05-09,2023-06-05,28,28,0,8,android,10,HUAWEI POT-LX1T,POINT (6.549601533333333 46.21454401666667)
2365,FR1582,4894cdc9-c392-4c13-b94e-8e56d7d49d3f,FRA,99,FRA,99,2023-05-11,2023-06-05,26,26,0,1,android,13,samsung SM-G981N,POINT (6.136675958477443 46.3608849127924)
2366,FR15875,a9513dec-c046-4717-8c15-c2bdbf1a372f,FRA,99,FRA,99,2023-05-04,2023-06-01,29,29,0,3,ios,iOS 16.1.1,"iPhone10,4",POINT (6.132094049712092 46.13787501746149)
2367,FR15880,54285fe2-4e2d-4dd6-9e9c-713c4ae52556,FRA,99,FRA,99,2023-04-25,2023-06-03,40,40,0,14,android,12,realme RMX2170,POINT (6.1298303996265044 46.12344136940934)
2368,FR15894,ec82a58e-2b45-4525-983e-2a3ba247a653,FRA,99,FRA,99,2023-05-16,2023-06-05,21,21,0,0,ios,iOS 15.6.1,"iPhone12,1",POINT (6.136178980496895 46.127571054497295)
2369,FR15903,1bb1b432-d45b-4335-907f-f8e21d694887,FRA,99,FRA,99,2023-05-13,2023-05-31,19,19,0,6,android,13,OnePlus IN2025,POINT (6.134818670417265 46.13437736943542)
2370,FR1592,d2cad766-9298-4830-ab25-20ff32bb6586,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,10,ios,iOS 16.5,"iPhone12,3",POINT (6.13187614733837 46.34820835909299)
2371,FR1596,6ef6c6ac-37a6-4835-8e20-68480bceacf2,FRA,99,FRA,99,2023-05-08,2023-06-05,29,29,0,11,ios,iOS 16.5,"iPhone12,8",POINT (6.1478123307059125 46.37298139794757)
2372,FR15974,51158800-d262-43ea-b3f0-6386240af59c,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.5,"iPhone14,5",POINT (6.356034191152093 46.08929482818067)
2373,FR15978,747f0c1e-ce73-4f9f-8f28-b769185168ce,FRA,99,FRA,99,2023-05-15,2023-06-05,22,22,0,4,android,13,samsung SM-G988B,POINT (2.770524955520999 42.469610226530435)
2374,FR15982,6d5264a5-20d4-4834-b654-0536c624dfc0,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,1,android,13,samsung SM-G990B,POINT (6.498891105612875 46.356262959792765)
2375,FR15987,78a09727-31f2-4555-b6cb-e28bde14e2e6,FRA,99,FRA,99,2023-05-06,2023-06-05,31,31,0,0,ios,iOS 16.5,"iPhone14,7",POINT (6.517623800808028 46.35333008469062)
2376,FR16046,13b01923-4bd1-4003-8177-0defd8dec98f,FRA,99,FRA,99,2023-04-24,2023-05-18,25,25,0,5,android,10,HUAWEI MAR-LX1A,POINT (6.210344989871794 46.15573447089744)
2377,FR16087,5f9ae94d-0dbf-4ede-98c0-4880850dd4b9,FRA,99,FRA,99,2023-04-24,2023-04-28,5,5,0,0,ios,iOS 16.5,"iPhone13,2",POINT (6.419038539206413 46.079445244734075)
2378,FR16109,77321ca1-f6f9-4eb2-905a-091e8d3f17ec,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,3,android,12,samsung SM-A426B,POINT (6.425383520689791 46.08086124624577)
2379,FR16162,63f82538-e5bc-4538-921f-422824f8d8bb,FRA,99,FRA,99,2023-04-24,2023-05-24,31,31,0,14,android,11,samsung SM-A505FN,POINT (6.312649171085674 46.02790680636363)
2380,FR16165,21b0e3df-7136-4069-87df-83ade17c1b17,FRA,99,FRA,99,2023-05-08,2023-06-03,27,27,0,12,android,13,samsung SM-A127F,POINT (6.320761438095238 46.291406826190475)
2381,FR16241,de7e5bcc-1578-438c-b50e-2a9dd4585ddf,FRA,99,FRA,99,2023-05-12,2023-06-05,25,25,0,2,android,11,samsung SM-A405FN,POINT (6.400545283582767 46.07643901409297)
2382,FR1625,7fec1b63-c9e4-4fce-a8c9-4e95a1729b64,FRA,99,FRA,99,2023-05-02,2023-05-30,29,29,0,1,android,11,motorola moto g(9) play,POINT (6.138894859969225 46.35306786669096)
2383,FR16276,8e5e9c75-40cc-4794-999e-10a43e736cc0,FRA,99,FRA,99,2023-05-13,2023-06-04,23,23,0,4,android,9,HUAWEI MRD-LX1N,POINT (6.399804016016514 46.07521281402036)
2384,FR16285,3b1dab96-89ec-40bb-8803-a9feba50f755,FRA,99,FRA,99,2023-04-24,2023-06-02,40,40,0,7,android,13,Xiaomi 2107113SG,POINT (6.400493371123555 46.08443750762266)
2385,FR16344,7fd01695-d718-4787-af77-b60e61b1d7e5,FRA,99,FRA,99,2023-04-29,2023-05-20,22,22,0,1,ios,iOS 16.1.1,"iPhone12,8",POINT (6.381442699627348 46.09259609987919)
2386,FR16347,c92e9164-f794-4012-a6a7-34032eb6d04e,FRA,99,FRA,99,2023-04-26,2023-06-05,41,41,0,9,android,13,samsung SM-G781B,POINT (6.571807194673912 46.076124040398554)
2387,FR16362,b9ba4cbe-a555-4686-a30f-947b0aa283e4,FRA,99,FRA,99,2023-05-05,2023-06-05,32,32,0,2,ios,iOS 15.7.5,"iPhone8,1",POINT (6.396675210815443 46.08168778842223)
2388,FR16368,a35189a4-2a1b-4c8e-a930-1ea2a2594714,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,1,ios,iOS 16.3.1,"iPhone12,3",POINT (6.414236448053418 46.08669882451656)
2389,FR16409,bd6cf626-94fa-456a-b450-039bc59a8ddd,FRA,99,FRA,99,2023-05-05,2023-05-28,24,24,0,0,android,9,samsung SM-J330FN,POINT (6.343163107635498 46.265840372817756)
2390,FR16414,544aab9f-b5c7-4180-9087-891429c99507,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,0,android,13,Xiaomi M2101K7BNY,POINT (6.3701618610908906 46.262858982190906)
2391,FR16421,9efab31c-2203-4d6e-bb90-7b1e99cc7743,FRA,99,FRA,99,2023-04-25,2023-06-05,42,42,0,3,ios,iOS 16.5,"iPhone12,8",POINT (6.370235452696329 46.273208602178144)
2392,FR16454,ce34c55a-a8e5-40de-bea6-c8ed5a54e3e4,FRA,99,FRA,99,2023-05-12,2023-06-04,24,24,0,3,ios,iOS 16.5,"iPhone13,1",POINT (5.125623228939209 47.26601036526672)
2393,FR16458,c3f7ea48-d660-4021-89fe-4eb027d08788,FRA,99,FRA,99,2023-05-13,2023-06-05,24,24,0,1,android,11,Fairphone FP3,POINT (6.351125196681097 46.26093391108406)
2394,FR1647,46a337f0-c9e0-421d-9ac1-3f97e0d1ea04,FRA,99,FRA,99,2023-04-24,2023-06-04,42,42,0,0,android,13,samsung SM-A325F,POINT (6.141869685008747 46.35323952706109)
2395,FR16533,0d8daef8-2bc7-4064-a581-d49eab1fc5f7,FRA,99,FRA,99,2023-04-24,2023-04-29,6,6,0,0,android,10,HUAWEI SNE-LX1,POINT (6.2359148 46.150006966666666)
2396,FR16537,c95e25ba-e8c3-4c7f-920b-b146452d8dda,FRA,99,FRA,99,2023-05-04,2023-05-29,26,26,0,23,android,13,Sony XQ-BQ52,
2397,FR16546,1c2dc127-0cf2-44ff-992c-a40ab3dd3371,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,16,ios,iOS 16.5,"iPhone14,7",POINT (6.273224422013503 46.13946888004526)
2398,FR16555,f71ed658-1e46-44a7-803c-94f7a75b3dce,FRA,99,FRA,99,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.249158649182018 46.18586974980716)
2399,FR16620,01c2708f-f39e-4c21-b5f9-4ab5d1d9c762,FRA,99,FRA,99,2023-05-03,2023-05-24,22,22,0,1,android,11,samsung SM-A405FN,POINT (6.270450784660493 46.136138034991184)
2400,FR16644,46c63b77-f871-41a3-aec5-2b314f2bc8f3,FRA,99,FRA,99,2023-05-25,2023-06-05,12,12,0,0,ios,iOS 16.4.1,"iPhone10,4",POINT (-0.8910818663822087 44.008278545782886)
2401,FR16651,fb26e90b-ab64-4153-9ee2-9b6211729af7,FRA,99,FRA,99,2023-04-29,2023-06-05,38,38,0,2,ios,iOS 15.7.2,"iPhone9,3",POINT (6.2364362349787745 46.142991077718065)
2402,FR16668,c8a52b61-8234-408c-9305-8aef1a99efd9,FRA,99,FRA,99,2023-05-17,2023-06-05,20,20,0,5,ios,iOS 15.7.5,"iPhone9,3",POINT (6.234093701469665 46.14978647210943)
2403,FR16748,cc349e48-ac8b-4b37-8a79-2611ee9c31d2,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,0,android,12,samsung SM-G970F,POINT (6.235647483333333 46.18895498333333)
2404,FR16764,9f71abe3-061a-422c-b2e1-38c3937bbedd,FRA,99,FRA,99,2023-05-17,2023-06-05,20,20,0,1,android,12,samsung SM-A217F,POINT (6.3063252813157895 46.029071491102755)
2405,FR16775,7a192d89-a7cb-4fa5-b1bd-36737049488a,FRA,99,FRA,99,2023-05-07,2023-06-02,27,27,0,5,android,13,samsung SM-A536B,POINT (6.310392857938988 46.05398647679688)
2406,FR16817,8224cb53-35ca-4fb7-b1eb-e9db4ce7b142,FRA,99,FRA,99,2023-05-02,2023-05-13,12,12,0,0,android,12,samsung SM-G970F,POINT (6.248030201354981 46.19592954816123)
2407,FR16856,3125f343-d860-4180-a1ed-36c31e64d00c,FRA,99,FRA,99,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.3.1,"iPhone12,8",POINT (6.235245954700387 46.19413895670572)
2408,FR16906,0bf40278-9823-4827-a167-c214511a7463,FRA,99,FRA,99,2023-04-25,2023-06-04,41,41,0,7,ios,iOS 16.5,"iPhone12,1",POINT (6.246537456833223 46.18728162553156)
2409,FR16937,1a0bba60-6d51-4aa7-8e81-5d80c7514b4f,FRA,99,FRA,99,2023-04-24,2023-06-03,41,41,0,23,android,10,HUAWEI MAR-LX1A,POINT (6.249218672380953 46.19234150404761)
2410,FR16988,875dc5c9-d1ac-45f9-8fab-c22a732efdc3,FRA,99,FRA,99,2023-05-03,2023-06-05,34,34,0,1,ios,iOS 16.0,"iPhone14,3",POINT (6.242694873805227 46.19354014258696)
